	level_0	index	font-family	font-size	color	left	top	language	text	innerWidth	innerHeight	link	boxID	width	manga	page_width	page_height	id	font-weight	margin	text-align	-webkit-writing-mode	-webkit-text-orientation
11	0	11	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	146.0	97.0	en	HEY, BE CAREFUL WITH THAT PART	124	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	0	124.0	Doraemon_Long_Stories	800	1286	21					
12	1	12	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	53.0	213.0	en	IT'S NOT STRAIGHT YET. MOVE IT A LITTLE BIT... A LITTLE MORE, YES, PERFECT	140	145	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	1	140.0	Doraemon_Long_Stories	800	1286	21					
13	2	13	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	427.0	407.0	en	LOOK AT THIS ARM! IT CAN CARRY TONS OF THINGS, I'M SURE	149	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	2	149.0	Doraemon_Long_Stories	800	1286	21					
14	3	14	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	422.0	589.0	en	I WONDER HOW FAR HE CAN GO	97	107	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	3	97.0	Doraemon_Long_Stories	800	1286	21					
15	4	15	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	232.0	405.0	en	MAYBE THERE'S A SPECIAL COMPUTER INSIDE HIM?	156	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	4	156.0	Doraemon_Long_Stories	800	1286	21					
16	5	16	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	73.0	399.0	en	NOPE, YOU'RE MISTAKEN	123	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	5	123.0	Doraemon_Long_Stories	800	1286	21					
17	6	17	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	180.0	763.0	en	SO HE CAN'T MOVE!?	88	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	6	88.0	Doraemon_Long_Stories	800	1286	21					
18	7	18	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	42.0	770.0	en	NG...	79	31	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	7	79.0	Doraemon_Long_Stories	800	1286	21					
19	8	19	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	519.0	951.0	en	OKAY, I'LL TRY TO GO TO THE 22ND CENTURY AND SEE IF THERE'S ANY SALE	209	88	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	10	209.0	Doraemon_Long_Stories	800	1286	21					
20	9	20	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	330.0	1065.0	en	"I MIGHT 
HAVE A LITTLE MONEY LEFT..."	152	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	8	152.0	Doraemon_Long_Stories	800	1286	21					
21	10	21	 anime-ace, sans-serif	15.0	[' 0', '0', '0']	173.0	958.0	en	HURRY UP AND BUY IT THEN	99	69	https://bilingualmanga.com//manga/doraemon-long-stories/chapter-1/1-23	9	99.0	Doraemon_Long_Stories	800	1286	21					
